종목코드,종목명,테마명,섹터,산업군,업종명,시장구분,기준일
046440,KG모빌리언스,"['삼성페이', '인터넷은행', '전자결제(전자화폐)', '핀테크(FinTech)', '애플페이', '가상화폐(비트코인 등)', '모바일콘텐츠(스마트폰/태블릿PC)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
151860,KG에코솔루션,,소재,소재,화학,KOSDAQ,20250407
035600,KG이니시스,"['삼성페이', '인터넷은행', '전자결제(전자화폐)', '핀테크(FinTech)', '애플페이', '밸류업(24년 기업가치 제고계획 발표)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
226360,KH 건설,,산업재,자본재,건설,KOSDAQ,20250407
111870,KH 미래물산,,IT,하드웨어,전기·전자,KOSDAQ,20250407
060720,KH바텍,"['폴더블폰', '스마트폰', '휴대폰부품', '갤럭시 부품주']",IT,하드웨어,전기·전자,KOSDAQ,20250407
058400,KNN,['미디어(방송/신문)'],경기소비재,미디어,오락·문화,KOSDAQ,20250407
101000,KS인더스트리,['조선기자재'],산업재,자본재,기계·장비,KOSDAQ,20250407
122450,KX,"['영상콘텐츠', '골프', '밸류업(25년 기업가치 제고계획 발표)']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
052900,KX하이텍,['반도체 재료/부품'],소재,소재,화학,KOSDAQ,20250407
061970,LB세미콘,['시스템반도체'],IT,하드웨어,전기·전자,KOSDAQ,20250407
309960,LB인베스트먼트,['창투사'],금융,기타금융,금융,KOSDAQ,20250407
225190,LK삼양,"['우주항공산업(누리호/인공위성 등)', '카메라모듈/부품', '전기차 화재 방지(배터리 열폭주 등)']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
060370,LS마린솔루션,"['해저터널(지하화/지하도로 등)', '재난/안전(지진/화재 등)', '전선', '전력설비', '풍력에너지', '통신장비', '5G(5세대 이동통신)']",산업재,자본재,건설,KOSDAQ,20250407
417200,LS머트리얼즈,"['풍력에너지', '전기차', '고체산화물 연료전지(SOFC)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
078020,LS증권,['증권'],금융,기타금융,금융,KOSDAQ,20250407
322180,LS티라유텍,"['스마트팩토리(스마트공장)', '로봇(산업용/협동로봇 등)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
476080,M83,"['딥페이크(deepfake)', '영상콘텐츠']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
086960,MDS테크,"['모바일솔루션(스마트폰)', '4차산업 수혜주', '스마트팩토리(스마트공장)', '자율주행차', '스마트카(SMART CAR)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
160550,NEW,"['쿠팡(coupang)', '영화', '영상콘텐츠', '엔터테인먼트']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
053290,NE능률,['교육/온라인 교육'],경기소비재,미디어,오락·문화,KOSDAQ,20250407
060250,NHN KCP,"['삼성페이', '전자결제(전자화폐)', '핀테크(FinTech)', '애플페이']",금융,기타금융,금융,KOSDAQ,20250407
104200,NHN벅스,"['음원/음반', '모바일콘텐츠(스마트폰/태블릿PC)', 'SNS(소셜네트워크서비스)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
222160,NPX,,산업재,자본재,기계·장비,KOSDAQ,20250407
024940,PN풍년,['밥솥'],경기소비재,유통,유통,KOSDAQ,20250407
218410,RFHIC,"['통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
327260,RF머트리얼즈,"['방위산업/전쟁 및 테러', '통신장비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
474610,RF시스템즈,['방위산업/전쟁 및 테러'],소재,금속및광물,금속,KOSDAQ,20250407
091340,S&K폴리텍,,IT,하드웨어,전기·전자,KOSDAQ,20250407
419530,SAMG엔터,"['출산장려정책', '엔젤산업', '캐릭터상품', '영상콘텐츠']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
019550,SBI인베스트먼트,"['창투사', '야놀자(Yanolja)', '4차산업 수혜주', '가상화폐(비트코인 등)']",금융,기타금융,금융,KOSDAQ,20250407
950110,SBI핀테크솔루션즈,"['전자결제(전자화폐)', '핀테크(FinTech)', '블록체인']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
036120,SCI평가정보,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
246960,SCL사이언스,,의료,제약및바이오,제약,KOSDAQ,20250407
099220,SDN,['태양광에너지'],경기소비재,유통,유통,KOSDAQ,20250407
036540,SFA반도체,"['시스템반도체', '반도체 장비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
255220,SG,"['시멘트/레미콘', '아스콘(아스팔트 콘크리트)', '우크라이나 재건']",소재,건축소재,비금속,KOSDAQ,20250407
040610,SG&G,"['원자력발전', '자동차부품', '종합 물류']",산업재,운송,운송·창고,KOSDAQ,20250407
049470,SGA,"['SI(시스템통합)', '교육/온라인 교육', '보안주(정보)', '사물인터넷', '클라우드 컴퓨팅', '가상화폐(비트코인 등)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
184230,SGA솔루션즈,"['SI(시스템통합)', '4차산업 수혜주', '보안주(정보)', '사물인터넷', '핀테크(FinTech)', '클라우드 컴퓨팅', '가상화폐(비트코인 등)', '블록체인', '백신여권']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
016250,SGC E&C,['건설 중소형'],산업재,자본재,건설,KOSDAQ,20250407
357880,SKAI,"['AI 챗봇(챗GPT 등)', '메타버스(Metaverse)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
048550,SM C&C,"['네옴시티', '여행', '영상콘텐츠', '엔터테인먼트', '광고']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
063440,SM Life Design,['네옴시티'],경기소비재,미디어,출판·매체복제,KOSDAQ,20250407
067160,SOOP,"['가상현실(VR)', '스포츠행사 수혜(올림픽, 월드컵 등)', '코리아 밸류업 지수(Korea Value-up Index)', 'SNS(소셜네트워크서비스)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
289080,SV인베스트먼트,"['창투사', '코로나19(진단/치료제/백신 개발 등)']",금융,기타금융,금융,KOSDAQ,20250407
089230,THE E&M,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
032540,TJ미디어,"['엔터테인먼트', '모바일콘텐츠(스마트폰/태블릿PC)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
022220,TKG애강,"['재난/안전(지진/화재 등)', '수자원(양적/질적 개선)']",소재,소재,화학,KOSDAQ,20250407
048770,TPC,"['4차산업 수혜주', '스마트팩토리(스마트공장)', '로봇(산업용/협동로봇 등)', '3D 프린터']",산업재,자본재,기계·장비,KOSDAQ,20250407
246690,TS인베스트먼트,"['창투사', '일자리(취업)', '두나무(Dunamu)', '4차산업 수혜주', '가상화폐(비트코인 등)']",금융,기타금융,금융,KOSDAQ,20250407
317240,TS트릴리온,,소재,소재,화학,KOSDAQ,20250407
057030,YBM넷,"['교육/온라인 교육', '모바일콘텐츠(스마트폰/태블릿PC)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
040300,YTN,"['방위산업/전쟁 및 테러', '모바일콘텐츠(스마트폰/태블릿PC)', '미디어(방송/신문)']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
051390,YW,,경기소비재,유통,유통,KOSDAQ,20250407
052220,iMBC,"['메타버스(Metaverse)', '미디어(방송/신문)']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
079940,가비아,"['보안주(정보)', '핀테크(FinTech)', '클라우드 컴퓨팅', 'SNS(소셜네트워크서비스)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
078890,가온그룹,"['지능형로봇/인공지능(AI)', '사물인터넷', '음성인식', '증강현실(AR)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
399720,가온칩스,"['온디바이스 AI', '시스템반도체']",IT,하드웨어,전기·전자,KOSDAQ,20250407
036620,감성코퍼레이션,"['패션/의류', '밸류업(24년 기업가치 제고계획 발표)', '가상화폐(비트코인 등)']",경기소비재,유통,유통,KOSDAQ,20250407
198440,강동씨앤엘,"['시멘트/레미콘', '아프리카 돼지열병(ASF)']",소재,건축소재,비금속,KOSDAQ,20250407
217730,강스템바이오텍,"['줄기세포', '탈모 치료', '코로나19(진단/치료제/백신 개발 등)', '제대혈', '화장품', '코로나19(치료제/백신 개발 등)']",의료,제약및바이오,제약,KOSDAQ,20250407
114190,강원에너지,"['2차전지(소재/부품)', '2차전지', '전기차', '2차전지(장비)', '리튬']",IT,하드웨어,전기·전자,KOSDAQ,20250407
094480,갤럭시아머니트리,"['모바일솔루션(스마트폰)', 'STO(토큰증권 발행)', '쿠팡(coupang)', '삼성페이', '전자결제(전자화폐)', '핀테크(FinTech)', 'NFT(대체불가토큰)', '가상화폐(비트코인 등)', 'SNS(소셜네트워크서비스)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
039240,경남스틸,['철강 중소형'],소재,금속및광물,금속,KOSDAQ,20250407
053950,경남제약,"['건강기능식품', '제약업체', '마이코플라스마 폐렴']",의료,제약및바이오,제약,KOSDAQ,20250407
011040,경동제약,"['제약업체', '마이코플라스마 폐렴']",의료,제약및바이오,제약,KOSDAQ,20250407
024910,경창산업,"['자동차부품', '전기차']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
049720,고려신용정보,,산업재,상업서비스,일반서비스,KOSDAQ,20250407
014570,고려제약,"['치매', '제약업체', '메르스 코로나 바이러스', '백신/진단시약/방역(신종플루, AI 등)']",의료,제약및바이오,제약,KOSDAQ,20250407
348150,고바이오랩,"['유전자 치료제/분석', '마이크로바이옴', '비만치료제']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
950190,고스트스튜디오,"['영상콘텐츠', '엔터테인먼트', '모바일게임(스마트폰)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
098460,고영,"['지능형로봇/인공지능(AI)', 'HBM(고대역폭메모리)', '시스템반도체', '반도체 장비', '스마트팩토리(스마트공장)']",산업재,자본재,기계·장비,KOSDAQ,20250407
035290,골드앤에스,['교육/온라인 교육'],경기소비재,미디어,오락·문화,KOSDAQ,20250407
215000,골프존,"['골프', '겨울', '코리아 밸류업 지수(Korea Value-up Index)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
121440,골프존뉴딘홀딩스,"['골프', '지주사']",경기소비재,유통,유통,KOSDAQ,20250407
366030,공구우먼,['패션/의류'],경기소비재,내구소비재및의류,섬유·의류,KOSDAQ,20250407
014200,광림,,산업재,자본재,운송장비·부품,KOSDAQ,20250407
029480,광무,"['제4이동통신', 'SI(시스템통합)', '2차전지(소재/부품)', '2차전지', 'NI(네트워크통합)', '리튬']",IT,하드웨어,전기·전자,KOSDAQ,20250407
026910,광진실업,,소재,금속및광물,금속,KOSDAQ,20250407
440790,교보13호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
456490,교보14호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
465320,교보15호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
482520,교보16호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
489210,교보17호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
053270,구영테크,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
066620,국보디자인,"['테마파크', '리모델링/인테리어']",산업재,자본재,건설,KOSDAQ,20250407
043650,국순당,"['CXL(컴퓨트익스프레스링크)', '음식료업종', '주류업(주정, 에탄올 등)']",필수소비재,음식료및담배,음식료·담배,KOSDAQ,20250407
006050,국영지앤엠,"['방위산업/전쟁 및 테러', '철도']",소재,건축소재,비금속,KOSDAQ,20250407
060480,국일신동,['비철금속'],소재,금속및광물,금속,KOSDAQ,20250407
078130,국일제지,,소재,종이및목재,종이·목재,KOSDAQ,20250407
307750,국전약품,"['치매', '제약업체', '마이코플라스마 폐렴', '코로나19(진단/치료제/백신 개발 등)', '코로나19(치료제/백신 개발 등)']",의료,제약및바이오,제약,KOSDAQ,20250407
035080,그래디언트,"['건강기능식품', '여행', '소매유통', '야놀자(Yanolja)']",경기소비재,유통,유통,KOSDAQ,20250407
453450,그리드위즈,"['태양광에너지', '전기차 화재 방지(배터리 열폭주 등)', '전력저장장치(ESS)', '전기차(충전소/충전기)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
204020,그리티,"['日제품 불매운동(수혜)', '패션/의류']",경기소비재,내구소비재및의류,섬유·의류,KOSDAQ,20250407
402490,그린리소스,"['희귀금속(희토류 등)', '반도체 장비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
114450,그린생명과학,"['제약업체', '농업', '화이자(PFIZER)']",의료,제약및바이오,제약,KOSDAQ,20250407
186230,그린플러스,['비철금속'],소재,금속및광물,금속,KOSDAQ,20250407
900070,글로벌에스엠,"['지주사', '2차전지(소재/부품)', '2차전지', '전기차', '국내 상장 중국기업']",금융,기타금융,금융,KOSDAQ,20250407
204620,글로벌텍스프리,"['AI 챗봇(챗GPT 등)', '면세점']",금융,기타금융,금융,KOSDAQ,20250407
019660,글로본,['화장품'],경기소비재,유통,유통,KOSDAQ,20250407
053260,금강철강,['철강 중소형'],소재,금속및광물,금속,KOSDAQ,20250407
282720,금양그린파워,"['원자력발전', '풍력에너지', '태양광에너지', '전력저장장치(ESS)', '고체산화물 연료전지(SOFC)']",산업재,자본재,건설,KOSDAQ,20250407
036190,금화피에스시,"['원자력발전', '전력설비']",산업재,자본재,건설,KOSDAQ,20250407
049080,기가레인,"['사물인터넷', 'LED장비', '반도체 장비', '스마트폰', '통신장비', '5G(5세대 이동통신)', '휴대폰부품', '갤럭시 부품주']",IT,하드웨어,전기·전자,KOSDAQ,20250407
420770,기가비스,"['반도체 장비', '유리 기판']",산업재,자본재,기계·장비,KOSDAQ,20250407
035460,기산텔레콤,"['방위산업/전쟁 및 테러', '드론(Drone)', 'UAM(도심항공모빌리티)', '통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
407400,꿈비,"['출산장려정책', '엔젤산업']",산업재,자본재,기타제조,KOSDAQ,20250407
187790,나노,,소재,소재,화학,KOSDAQ,20250407
286750,나노브릭,"['코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '보안주(정보)']",소재,소재,화학,KOSDAQ,20250407
121600,나노신소재,"['LED', '태양광에너지', 'OLED(유기 발광 다이오드)', '2차전지(소재/부품)', '코리아 밸류업 지수(Korea Value-up Index)', '2차전지']",소재,소재,화학,KOSDAQ,20250407
247660,나노씨엠에스,['보안주(정보)'],IT,하드웨어,전기·전자,KOSDAQ,20250407
039860,나노엔텍,"['원격진료/비대면진료(U-Healthcare)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '고령화 사회(노인복지)', '의료기기']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
